index,employee_count,country,number_of_technologies,annual_rev
34078,2,United States,0,
34079,0,United States,1,
34080,19,United Kingdom,5,11772000
34081,0,Chile,6,
34084,23,United States,14,2400000
34085,4,United States,15,22884000
34086,100,United States,5,30000000
34088,200,United Kingdom,12,58900000
34089,18,Japan,23,3600000
34090,0,United States,1,
34096,0,United States,10,2000000
34091,2,United States,14,2959000
34092,0,United States,5,2400000
34093,24,Israel,6,
34094,4,United States,3,10000000
34095,750,United States,15,1207798000
34099,180,United States,10,53830000
34100,170,United States,9,4258000
34098,36,United States,3,6371000
34101,33,United States,19,16000000
34102,190,United States,4,7800000
34103,8,United Kingdom,9,172000
34105,370,Japan,16,
34106,210,United States,8,5946000
34107,9,United States,7,5000000
34108,0,United States,1,
34109,0,United States,4,
34110,2,United States,0,3773000
34111,5,United States,1,2000000
34113,220,United States,2,260448000
34114,52,United States,4,2291000
34115,85,United States,14,12210000
34116,30,France,3,10000000
34117,9900,United States,23,5900000000
34118,120,United States,16,11000000
34119,0,,22,
34120,8,United States,4,3000000
34121,0,United States,9,6000000
34122,0,United States,3,
34123,1,United States,8,2373000
34124,7,United States,8,
34125,0,United States,1,
34126,16,United States,17,
34127,5,United Kingdom,1,35000000
34128,6,Netherlands,0,665000
34129,520,United Kingdom,21,116324000
34130,0,United Kingdom,3,7000000
34132,0,United Kingdom,0,
34133,9,Canada,2,
34135,2,United Kingdom,10,
34136,0,Portugal,7,
34137,10,,3,10000000
34138,6,United States,0,478000
34139,0,Australia,2,
34140,0,Argentina,2,
34142,1,Australia,0,
34143,150,United States,15,37000000
34144,12,Singapore,26,15744000
34145,6,United States,1,412000
34146,30,United States,8,6800000
34147,7,Norway,2,319000
34148,0,China,0,
34149,6,United States,13,1400000
34150,0,France,0,
34151,150,India,9,15048000
34152,14,United Kingdom,35,6400000
34153,73,United States,4,4464000
34154,52,United States,20,6254000
34155,36,United States,24,6730000
34157,2,United States,13,
34159,17,United States,9,
34160,10,United States,9,10000000
34161,0,United States,3,6000000
34162,0,,0,
34163,0,,0,
34164,270,United States,18,150000000
34165,29,Australia,2,893000
34166,41,Turkey,21,6000000
34167,0,Brazil,4,
34168,29,Italy,14,200000
34169,14,Brazil,1,
34171,0,Colombia,10,7000000
34172,31,Belgium,13,1229000
34173,4,India,6,1000000
34174,7,United States,1,80000
34175,23,United States,19,13310000
34176,2,Ukraine,14,
34177,0,Germany,4,
34178,0,Nigeria,3,
34179,2,Canada,4,4245000
34180,3,United Kingdom,7,2400000
34181,0,United States,3,
34182,130,United States,20,550000000
34183,3,United Kingdom,9,148000
34184,5,United States,0,10000000
34185,45,United Kingdom,6,2668000
34186,3,Finland,17,2000000
34187,0,United States,5,1400000
34188,31,United States,27,188000000
34189,0,United States,1,
34190,4,Ireland,0,3991000
34191,4,Australia,1,
34192,2,United States,4,
34193,22,United States,13,18000000
34194,51,United States,18,7000000
34196,140,United Kingdom,13,18000000
34197,7,United States,12,2400000
34198,7,Canada,0,30389000
34199,4,United States,16,
34200,320,Poland,20,250000000
34201,6,United States,1,2613000
34202,15,United States,2,5700000
34204,57,United States,17,100000000
34205,0,Brazil,1,
34206,0,United Kingdom,4,
34207,33,Canada,8,2000000
34208,600,United States,26,80000000
34209,3,United States,15,21065000
34210,71,Poland,9,
34211,66,Canada,1,22882000
34212,3,Germany,4,3000000
34213,27,China,0,
34214,0,,25,
34216,11000,United States,20,1699300000
34217,0,United States,0,
34218,8,Philippines,2,3263000
34219,34,United States,5,6050000
34220,10,,2,10000000
34221,4,United States,4,9000000
34222,160,United States,19,10000000
34224,700,Germany,8,174668000
34225,70,United States,2,34500000
34226,87,United States,27,80000000
34227,0,United Kingdom,6,
34228,10,United States,11,6000000
34229,42,Poland,3,3074000
34230,17,United States,1,2000000
34231,0,United States,3,
34232,10,United States,5,3900000
34233,5,United States,11,3129000
34234,0,United States,0,
34235,5,United Kingdom,6,7000000
34236,9,United States,15,6000000
34237,4,Spain,10,
34238,23,United States,5,34089000
34239,13,Canada,4,258000
34240,0,United States,5,
34241,190,India,12,19000000
34242,0,Netherlands,0,
34243,36,United States,3,4278000
34244,98,China,9,
34245,9,United States,13,5000000
34246,180,India,4,25000000
34247,0,,7,
34248,8,United States,0,
34250,0,,0,
34252,3,United States,14,
34253,18,United States,2,7000000
34254,5,United States,1,1400000
34255,1,Colombia,3,
34256,110,United States,7,5000000
34257,0,Sweden,4,7000000
34258,1,United States,0,1400000
34259,0,,4,
34260,6,United States,3,1975000
34261,1,United Kingdom,4,25000000
34262,0,Ukraine,5,
34263,89,United States,7,3159000
34265,5,United Kingdom,1,3148000
34266,0,United States,0,
34267,130,United States,13,15700000
34268,0,United States,0,1400000
34269,0,Chile,4,
34271,0,United States,0,
34272,0,United States,7,
34273,3,United States,10,1000000
34274,120,Canada,11,8100000
34275,1100,United States,20,60000000
34276,54,United States,20,20000000
34277,3,United States,14,3457000
34279,6,United States,0,10000000
34280,7,United States,13,7000000
34281,25,Singapore,15,1520000
34282,1,Germany,3,
34283,0,Germany,0,
34284,14,United States,4,7000000
34285,160,United States,17,50000000
34286,18,United States,9,96000
34287,54,United States,14,65000000
34288,12,United States,11,5000000
34289,2,United States,24,14500000
34290,28,United States,4,27781000
34291,0,Poland,0,
34292,26,United States,5,6427000
34293,110,United States,11,37000000
34294,56,United States,10,3000000
34295,270,United States,16,20000000
34296,1,Nigeria,15,
34297,2,United States,8,2000000
34298,1,Spain,3,7000000
34299,4,United States,21,
34300,29,United States,5,10922000
34302,140,United States,8,100000000
34303,2,United States,12,4246000
34304,7,United States,5,
34305,7,United Kingdom,16,7000000
34306,37,Argentina,3,27326000
34307,21000,United States,35,8171000000
34308,6,United States,26,3524000
34309,36,India,0,2063000
34310,0,Netherlands,15,
34311,0,United Kingdom,9,2400000
34313,44,United States,3,2525000
34314,0,South Africa,1,
34315,24,United States,2,
34316,80,Australia,18,1920000
34317,0,United States,0,
34318,1,United States,0,
34319,610,United States,28,4538000
34320,130,United States,25,55000000
34322,0,United States,1,
34323,5,United States,0,7000000
34324,0,United States,0,
34325,450,United States,17,41500000
34326,10,United States,9,6811000
34327,3,United States,10,4200000
34329,10,United States,7,10000000
34330,20,United States,16,4000000
34331,1,Brazil,5,
34332,23,Australia,21,5894000
34333,550,United States,25,70000000
34334,60,Germany,5,
34335,0,United States,1,2400000
34336,4,United States,4,244000
34337,1,United States,1,6000000
34339,0,United States,7,
34340,5,United States,6,5000000
34341,2,Turkey,9,
34343,12,United Kingdom,18,2400000
34344,33,United States,21,2000000
34345,0,Spain,2,
34346,140,India,14,4614000
34347,17,United States,9,5000000
34348,7,Denmark,18,5500000
34349,0,United States,3,
34350,0,United States,13,
34351,51,United States,16,20000000
34352,26,United States,1,1000000
34353,130,Brazil,8,
34354,0,United States,1,1400000
34355,12,United States,7,284000
34356,0,United States,3,35000000
34357,4,United States,5,3829000
34358,10,,1,10000000
34359,2,United States,4,2000000
34360,14,United States,6,6000000
34361,5,United Kingdom,10,3035000
34362,180,United States,1,8000000
34363,5,Brazil,11,1500000
34364,0,,0,
34365,2,United States,0,1378000
34366,122000,United States,26,19772000000
34367,200,United States,12,5168000
34368,28,United States,4,35000000
34369,3,Canada,0,10000000
34370,4,United Kingdom,23,330000
34371,37,United States,7,6240000
34372,17,United States,1,2740000
34373,11000,Brazil,17,100000000
34374,12,Spain,14,4510000
34375,92,United States,8,17500000
34376,8,Germany,4,383000
34377,33,United States,14,5100000
34378,4,United States,19,44800000
34379,28,United States,5,4693000
34380,53,United States,9,3880000
34390,1,Israel,1,
34382,1,Sweden,2,1400000
34384,20,United Kingdom,0,4420000
34385,43,United States,26,429000
34387,0,Spain,6,
34388,240,United States,24,25000000
34389,0,United States,0,
34386,0,United States,1,9000000
34391,0,Italy,1,7000000
34392,0,Spain,1,
34393,0,United States,2,7000000
34394,2,United States,2,
34395,15,India,3,1000000
34396,1,United States,9,2000000
34397,1,United States,1,4237000
34398,5,United Kingdom,6,2401000
34399,86,United States,16,5284000
34400,10,United States,3,2400000
34401,49,United States,19,22926000
34402,4,United States,13,207000
34403,29,United States,9,9000000
34404,52,China,2,
34405,2,United States,7,6000000
34407,2,United States,3,2400000
34408,0,Russia,0,
34409,0,Russia,9,
34410,320,United States,14,70000000
34411,0,United States,0,
34412,0,Mexico,5,
34413,2,Singapore,1,
34415,3,South Africa,7,355000
34416,40,Singapore,3,7000000
34417,8,United States,17,8400000
34418,150,United States,0,4010000
34419,23,United States,6,41439000
34420,1600,United States,32,338000000
34421,40,United States,10,13500000
34422,0,United States,6,
34423,1,Argentina,3,
34424,32,United States,1,75300000
34426,270,United States,10,34000000
34427,0,Germany,8,
34428,6,United States,7,6823000
34429,0,United States,3,2000000
34430,0,United States,0,7000000
34431,2,United States,13,
34432,390,Ghana,18,10000000
34433,40,United States,2,4736000
34434,3,United States,20,5500000
34435,23,United States,16,1138000
34436,18,China,1,
34437,0,United States,1,
34439,230,United States,5,7500000
34440,0,Israel,3,
34441,48,Australia,6,35000000
34442,150,United States,25,1500000
34443,30,United States,2,2250000
34445,5,Ireland,2,3646000
34446,200,United States,14,6500000
34447,0,United States,3,
34448,320,Singapore,51,
34449,8,India,1,456000
34451,0,France,7,
34452,72,United States,0,1000000
34453,0,United States,7,
34454,0,United States,0,
34455,9,United States,16,
34456,0,,6,
34457,2,United States,3,4342000
34458,7,United States,8,104000
34459,3000,United States,18,2666000000
34460,11,United States,15,6000000
34462,13,United States,12,7000000
34463,820,United States,17,150000000
34464,24,United Kingdom,18,1168000
34465,12,United Arab Emirates,14,2878000
34466,0,United States,4,
34467,2,United States,4,2400000
34468,630,United States,7,29022000
34469,2,United States,0,41468000
34471,0,United States,5,
34472,3,United States,28,70000000
34473,0,,17,
34474,6,Germany,6,6200000
34475,6,India,1,320000
34476,54,United States,3,6956000
34477,0,United States,0,2400000
34478,0,United States,0,2400000
34479,0,United States,2,6000000
34480,100,India,6,2916000
34481,5,United States,0,2000000
34482,2,United States,0,6000000
34483,0,United States,0,2400000
34484,69,United States,12,19101000
34485,7,Spain,12,16054000
34486,7,Israel,2,6000000
34487,0,Taiwan,1,
34488,3,Russia,7,
34489,2300,India,9,7000000
34490,3,United Kingdom,0,6000000
34491,0,Pakistan,0,
34492,49,United States,13,2000000
34493,11,Netherlands,24,
34495,2,United States,5,6000000
34496,800,United Kingdom,16,45646000
34497,62,China,4,78000000
34498,14,United Kingdom,10,7000000
34499,85,Germany,0,17335000
34500,440,United States,6,72500000
34501,0,United States,0,
34502,9,,5,
34503,8,United States,2,3500000
34504,2,United States,4,
34505,16,Luxembourg,5,151200000
34506,39,United States,20,25000000
34507,3,United States,8,
34508,2700,United States,16,180000000
34509,9,India,6,1000000
34510,230,United Kingdom,25,5000000
34511,36,United Kingdom,20,8804000
34512,0,Germany,4,
34513,10,United States,9,11420000
34514,10,United States,15,4580000
34515,240,United States,27,1546000
34516,130,United Kingdom,8,20719000
34517,1,Hong Kong,0,
34518,8,,14,
34519,3,United States,8,2000000
34520,4,Japan,4,
34528,5,United States,2,
34521,3,India,1,1400000
34522,140,Japan,15,2204000
34523,0,United States,7,
34524,3000,United States,29,1500000000
34525,33,Portugal,15,
34526,0,,0,
34527,0,United States,8,2000000
34530,0,United States,4,25000000
34529,0,Germany,2,
34531,5,Hong Kong,8,34506000
34532,62,Switzerland,2,11444000
34533,33,United States,5,6134000
34535,0,United States,3,
34536,49,United States,15,3958000
34537,10,Ireland,4,10000000
34538,3,Germany,7,4000000
34539,18,United States,4,14725000
34540,5,United States,4,6452000
34541,20,United States,14,2000000
34542,2,United States,4,20218000
34543,8,Netherlands,7,
34544,12,United States,11,7693000
34545,0,United States,1,2400000
34546,2,India,1,1000000
34548,34,United States,8,30297000
34549,0,Portugal,8,2000000
34550,1,Argentina,1,
34551,5,United States,4,5982000
34552,55,France,18,4700000
34553,0,United States,3,
34554,0,United Kingdom,1,
34555,0,Spain,3,
34556,7,Sweden,1,1400000
34557,0,,12,
34559,0,United States,0,1400000
34560,64,United States,10,13850000
34561,300,United States,28,300000000
34562,7,United States,14,
34563,49,United States,0,6075000
34564,38,Brazil,5,3500000
34565,2,,4,518000
34566,0,Argentina,0,
34567,0,Thailand,1,
34568,22,United States,16,3133000
34569,13,Germany,4,
34570,1,United States,1,2400000
34571,1100,United States,27,54500000
34572,4,United States,7,1500000
34573,0,Australia,1,2400000
34574,0,United States,4,
34575,2,United Kingdom,0,
34576,75,United Kingdom,1,3939000
34577,91,Canada,4,4501000
34578,86,United States,10,132500000
34579,6,United States,19,7732000
34580,6,United States,2,
34581,0,Japan,21,
34582,1,Norway,0,
34583,81,United States,3,13658000
34584,45,,1,7658000
34585,5,Canada,20,
34586,5,Canada,20,
34587,830,Italy,17,80000000
34588,250,United States,26,38000000
34589,4,United States,10,9402000
34590,0,United States,6,2400000
34593,0,Ireland,6,
34591,500,United States,22,7460000
34595,7,United States,16,3831000
34596,1,Finland,12,
34597,16,,2,35000000
34598,1,United States,5,3981000
34599,0,United States,9,
34600,2,United Kingdom,3,2400000
34594,25,United States,11,8500000
34601,0,Germany,0,
34602,2,Colombia,10,
34603,0,United States,6,2400000
34605,3800,United States,21,5600000000
34606,9,United Kingdom,21,7000000
34608,3,United States,10,4737000
34609,19,United States,5,7000000
34610,6,United Kingdom,0,7000000
34611,80,United States,25,4009000
34612,8,Australia,2,
34613,10,United States,2,3500000
34614,33,Germany,2,1348000
34615,38,United Kingdom,1,3007000
34616,9,Italy,7,
34617,2,United States,9,9453000
34618,0,United States,0,
34619,4,United States,13,2988000
34620,50,United States,17,1000000
34621,0,Portugal,4,
34622,15,United Kingdom,3,453000
34623,2,United States,3,5000000
34625,260,Italy,20,10000000
34626,8,United States,3,387000
34627,22,Finland,7,8321000
34628,7,Sweden,3,205000
34629,25,India,2,5500000
34630,2,Poland,12,
34631,8,Ireland,20,
34632,1,Malaysia,7,
34633,0,United States,21,4200000
34634,28,United States,26,4294000
34635,210,Finland,17,34000000
34636,7,United States,9,4532000
34637,0,Japan,1,
34639,0,,2,7000000
34640,1,United States,10,
34641,79,United States,26,4000000
34642,98,United States,12,3675000
34644,7,United States,11,2568000
34645,200,Denmark,15,68957000
34646,8,Israel,4,4800000
34648,1,Turkey,1,
34649,1,Egypt,0,1400000
34650,5,United States,12,2400000
34656,12,United States,18,4200000
34651,2,United Kingdom,11,
34652,31,United Kingdom,8,1075000
34653,6,India,9,
34655,0,United States,0,
34657,19,Ireland,7,5876000
34659,10,United States,0,1000000
34660,3,Netherlands,3,
34658,0,Denmark,3,
34661,2,Portugal,12,3800000
34662,12,United States,14,3910000
34663,2200,Brazil,12,150000000
34664,7,United States,2,264000
34665,0,United States,2,2400000
34666,1,Israel,2,
34667,310,United States,20,152446000
34669,0,United States,1,
34670,110,United States,4,49421000
34671,96,United Kingdom,4,1095000
34672,0,United States,2,
34673,13,United States,11,1700000
34674,0,United States,3,
34675,0,United States,0,
34676,11,United States,17,1536000
34677,38,United States,15,2500000
34678,10,Sweden,9,
34679,42,United Kingdom,26,17500000
34680,0,United Kingdom,7,
34681,0,United States,2,20000000
34682,0,United States,0,2400000
34683,51,United States,3,9891000
34684,0,Canada,6,
34685,0,United States,1,75000000
34686,18,United States,22,4179000
34687,2,Israel,16,118000
34688,5,France,1,7000000
34689,9,Australia,20,44810000
34690,32,Malaysia,4,4400000
34691,8,United States,3,7000000
34692,2,United States,0,2400000
34693,0,United States,2,
34694,17,United States,6,4401000
34696,80,United States,12,5000000
34697,200,United States,14,5433000
34698,16,United States,5,13540000
34699,37,United States,5,2300000
34700,510,United States,2,10000000
34701,1,Australia,1,
34702,140,United States,16,1950000
34704,1,Germany,10,
34705,0,United States,4,
34706,25,United States,0,3524000
34707,8,United States,7,1506000
34708,300,United States,22,5712000
34709,0,United States,1,
34710,2,Australia,18,4224000
34711,73,Germany,25,10600000
34712,34,United States,7,7000000
34713,0,United States,3,2400000
34714,14,Chile,5,
34715,0,United Kingdom,5,
34716,281000,United States,147,258000000
34717,44,United Kingdom,21,409000
34718,2,United States,7,1383000
34719,2,United States,10,3223000
34722,130,United States,13,3745000
34723,0,United States,4,
34724,10,United States,11,1484000
34725,11,United States,1,
34726,5,Spain,1,574000
34727,0,United States,0,
34729,1,United States,8,
34730,0,Israel,17,
34731,2,United States,38,2400000
34732,0,United States,1,
34733,0,United States,8,
34734,0,United States,1,
34735,0,United States,7,
34736,27,India,18,3032000
34737,0,United States,1,
34738,0,United States,0,
34739,0,United States,4,
34740,1,France,8,
34741,25,United Kingdom,18,
34742,18,United Kingdom,18,6300000
34743,0,Hungary,8,
34744,0,United States,1,
34745,5,United States,4,6000000
34746,0,United States,0,2400000
34748,5,United States,1,
34750,7,Italy,5,431000
34759,7,United Kingdom,19,2700000
34752,0,,3,
34753,0,United States,5,
34754,6,United Kingdom,3,9800000
34755,69,India,1,4400000
34756,0,Colombia,0,
34757,0,United States,3,
34758,0,China,0,
34751,8,United Kingdom,0,
34760,69,Poland,8,4278000
34761,0,,10,
34762,0,,0,
34763,3,Canada,8,10000000
34764,19,United States,10,
34765,5,United States,3,344000
34766,72,United Kingdom,17,20755000
34767,9,India,17,405000
34768,44,United States,4,17500000
34769,27,Canada,12,33200000
34770,0,United States,4,
34771,10,Finland,5,197000
34772,1,United States,1,
34773,10,China,0,
34775,3,United States,1,6000000
34776,630,India,13,41992000
34777,54,China,2,
34778,4,United States,3,
34779,0,Portugal,0,
34780,0,Sweden,0,
34781,2,United States,6,10024000
34782,0,United States,1,
34783,13,India,13,4000000
34784,1,United States,1,1400000
34785,0,Dominican Republic,2,
34786,96,United States,9,5000000
34787,6,Germany,10,1870000
34788,0,Israel,3,
34789,23,China,0,842000
34790,10,Canada,10,
34791,9,Mexico,17,
34792,0,United States,9,
34793,1,United States,5,10200000
34794,0,United States,2,
34795,0,United States,4,
34796,2,United States,13,2400000
34797,0,United States,3,
34798,2,Canada,0,
34800,0,Russia,5,
34801,55,United States,3,9566000
34802,11,United States,27,2400000
34803,3,Singapore,1,10000000
34804,21,Netherlands,33,7600000
34805,0,United States,1,
34806,16,Canada,21,1400000
34807,5,India,16,1000000
34808,76,India,20,15000000
34809,0,United States,0,
34810,0,Canada,11,
34811,78,United States,16,2534000
34812,10,,10,10000000
34813,0,United Kingdom,23,7000000
34814,1,United States,6,
34815,220,India,0,5000000
34816,0,United Kingdom,5,
34817,0,Japan,11,
34819,2,United Kingdom,12,
34820,42,Singapore,21,3000000
34821,3,United States,1,3416000
34822,31,United States,1,4950000
34823,52,United Kingdom,13,3000000
34825,19,Netherlands,11,
34826,40,United States,1,3660000
34827,10,United States,19,14828000
34828,14,India,5,2200000
34829,10,,4,10000000
34830,16,United States,7,6295000
34832,4600,Australia,19,1958287000
34834,0,United Kingdom,6,
34835,11,China,23,
34836,10,,13,10000000
34838,10,France,28,7200000
34839,3,United States,3,7000000
34840,7,United States,22,474000
34841,180,United States,33,128000000
34842,3,Spain,17,591000
34844,4,Austria,2,
34845,77,United States,0,24831000
34847,54,United States,13,23450000
34848,0,,2,35000000
34850,0,,0,
34851,48,Germany,9,2104000
34853,0,Canada,6,
34854,0,South Africa,4,
34855,0,United States,1,6000000
34856,87,United States,1,6458000
34857,10,United States,4,2000000
34858,40,,0,390000
34859,0,United Kingdom,8,
34860,0,United States,4,
34861,0,United States,0,
34862,2,United Kingdom,10,12594000
34863,110,United States,20,6800000
34864,520,Israel,22,170000000
34865,360,United Kingdom,12,3899000
34866,0,United Kingdom,0,1400000
34867,30,United States,16,4030000
34868,7,United States,1,
34869,0,United States,3,
34870,0,Czechia,3,
34871,6,India,0,3728000
34873,0,United States,1,1400000
34875,9,United Kingdom,37,1400000
34876,0,United States,3,
34878,74,United States,4,16273000
34879,10,United Kingdom,7,5564000
34880,19,United States,24,3000000
34881,1,India,2,
34882,5,United Kingdom,8,85000
34883,130,United States,2,45000000
34884,0,United States,7,2400000
34885,0,,1,
34886,42,United States,6,5410000
34887,2,United States,13,343000
34888,41,United States,20,2497000
34889,0,United Kingdom,0,
34890,120,Germany,1,
34891,0,United States,2,
34893,0,Austria,4,
34894,170,United States,18,123282000
34896,6,United States,4,5173000
34897,9,United States,11,6918000
34898,25,United Kingdom,7,7000000
34899,0,United States,3,1400000
34900,0,United States,4,2400000
34901,0,United Kingdom,0,
34902,3,Ireland,4,10000000
34903,0,United States,8,
34904,0,United States,1,
34905,3,Nigeria,7,
34906,6,,19,271000
34907,130,United States,4,569000
34908,29,Israel,13,2603000
34909,3,United States,1,1400000
34910,0,United States,0,
34911,34,Japan,8,62325000
34913,28,India,14,6359000
34914,0,India,3,
34915,2,United States,0,10000000
34916,0,United States,2,2400000
34917,380,United States,14,2900000
34918,75,Finland,1,3281000
34919,210,United States,13,4487000
34920,83,Netherlands,18,4000000
34921,0,United States,1,
34922,14,India,0,5000000
34923,4,United Kingdom,0,519000
34924,7900,India,11,580880000
34925,0,United States,7,2400000
34926,10,Turkey,3,
34927,46,United States,15,33558000
34928,12,United States,14,
34929,0,,3,
34930,2,India,4,74000
34931,33,United States,2,6329000
34932,9,France,13,
34934,0,United States,2,2000000
34935,17,United States,10,13968000
34937,0,United States,2,
34938,10,United States,0,10000000
34939,270,United States,20,6311000
34940,2,South Africa,3,2400000
34941,7,United Kingdom,18,3800000
34942,4,,14,
34943,1,United States,3,
34947,2,India,4,3311000
34949,11,United States,3,2605000
34950,0,France,0,
34951,18,United States,0,3800000
34952,53,United States,22,5000000
34954,130,South Korea,21,2000000
34955,19,India,3,1000000
34956,51,United States,22,5017000
34957,5,Brazil,3,1400000
34959,6,United States,18,481000
34960,17,United States,17,3200000
34961,0,United Kingdom,7,
34962,100,United States,3,22000000
34963,12,United States,1,35000000
34964,5,United States,8,107000
34965,0,United Kingdom,2,
34966,2,France,0,1200000
34967,1,,5,
34968,0,Spain,0,
34969,0,United States,1,
34970,0,United States,0,
34971,0,Czechia,0,
34972,10,France,13,3300000
34973,0,United States,5,
34974,0,Canada,1,25000000
34975,0,Hong Kong,13,
34976,0,Malaysia,0,1400000
34977,1,Republic of Indonesia,1,570000
34978,2,Malaysia,4,
34979,1,India,2,371000
34980,67,United States,3,16132000
34981,4,United States,4,2000000
34982,82,Canada,1,2935000
34983,58,United Kingdom,3,3035000
34985,0,Australia,5,
34986,34,United States,13,131000
34987,0,United States,3,
34988,21,United States,2,3953000
34989,110,India,18,1700000
34990,0,United States,3,
34991,0,United States,0,
34992,46,United Kingdom,12,
34993,0,United States,2,1400000
34995,480,United States,14,32000000
34996,5,Germany,6,
34998,350,United States,55,7000000
34999,52,Spain,1,6623000
35000,0,United States,2,
35001,0,United States,8,
35002,50,United States,19,13000000
35003,79,United States,24,17183000
35004,4,Costa Rica,1,
35005,16,United Kingdom,11,5636000
35006,58,Canada,22,14891000
35007,2,United States,4,
35008,170,Austria,20,4100000
35009,15,United Kingdom,5,5890000
35010,0,United Kingdom,1,
35011,2,Switzerland,0,7000000
35012,0,Turkey,4,
35013,1,Ukraine,5,816000
35014,22,United States,17,137000
35015,47,United States,14,4000000
35016,44,United States,17,2914000
35017,770,Germany,41,727671000
35018,30,United Kingdom,7,50000000
35019,4,Spain,0,
35020,60,United States,30,6076000
35021,2,United States,9,147000
35022,4,United States,5,
35023,78,Netherlands,9,11342000
35024,52,United States,10,4000000
35025,0,United States,16,
35026,3,Australia,1,35000000
35027,10,Philippines,2,
35028,330,India,10,362200000
35029,13,Australia,11,
35030,5,United States,10,
35031,0,United States,9,
35032,7,Japan,4,709000
35033,0,Denmark,1,
35034,4,United States,28,1000000
35035,3,United States,12,10401000
35037,82,Spain,4,4811000
35039,3,United States,4,
35040,2,Cyprus,3,
35041,130,United States,8,89250000
35043,0,United States,6,6000000
35044,18,Brazil,27,
35045,10,United States,23,3100000
35046,10,United States,9,4393000
35048,17,Australia,15,1800000
35049,5,United States,6,7000000
35050,8,United States,7,197000
35051,55,United States,17,75000000
35052,3,United States,8,3909000
35053,0,Poland,2,1400000
35054,31,United States,12,50000000
35055,120,United States,1,32025000
35056,2,India,6,
35057,2,Russia,13,
35058,0,Singapore,0,
35059,2,United States,3,
35060,6,Finland,20,1000000
35061,0,United States,2,
35062,16,United States,5,76100000
35063,10,United States,7,10000000
35064,1,Israel,6,
35065,100,United States,12,15000000
35066,6700,United States,78,1223836000
35067,100,Mexico,15,2612000
35068,650,Turkey,14,25000000
35069,1200,United States,27,353692000
35070,5,Canada,17,15000000
35071,0,Switzerland,4,
35072,28,Canada,6,7000000
35073,2,,0,
35074,19,United States,4,5551000
35075,2,United States,4,2000000
35076,0,United States,2,
35077,20,South Korea,16,425000
35078,2,United States,6,8354000
35079,140,United States,6,27868000
35080,5,United States,1,22700000
35081,12,United States,1,9465000
35082,3,United States,0,
35083,10,United Kingdom,3,10000000
35084,2,United States,3,2586000
35085,1300,United States,5,85200000
35086,35,United States,1,705000
35087,1,Spain,0,
35088,110,United States,0,2997000
35089,3,United States,7,10000000
35090,2,United States,4,1400000
35091,440,Sweden,18,240000000
35092,5,India,5,
35093,920,India,16,103490000
35094,110,United States,0,36289000
35095,46,United States,1,10015000
35096,16,United Arab Emirates,14,4800000
35097,150,United States,8,10000000
35098,2,Italy,8,5598000
35099,0,Canada,4,
35100,78,Ireland,12,25809000
35101,15,United States,10,5000000
35102,11,Denmark,14,10000000
35103,260,Latvia,5,15700000
35104,1,Mexico,11,5906000
35105,0,United States,1,
35106,26,United States,1,3649000
35107,170,United States,17,17500000
35108,130,United States,15,35000000
35109,1,United States,0,
35110,46,Egypt,30,
35112,0,Estonia,8,
35113,12,Japan,4,28221000
35114,5,Germany,6,1095000
35115,11,Nigeria,9,
35116,3,United States,9,7000000
35117,3,United States,1,
35118,4,United States,15,4420000
35122,18,United States,7,
35123,0,Vietnam,7,
35124,18,United States,11,
35125,10,,0,10000000
35126,18,United States,3,3231000
35127,8,United States,20,2000000
35128,300,United States,13,59800000
35129,27,Canada,1,14400000
35130,32,China,2,
35131,0,United States,2,
35132,3,United States,1,6000000
35133,0,South Korea,3,
35134,10,United States,14,10000000
35135,1,United Kingdom,1,
35136,0,,3,
35137,30,United States,30,3393000
35138,0,United States,3,
35139,350,United States,18,65000000
35140,26,United States,5,5123000
35141,32,United States,7,9178000
35142,130,United States,0,3222000
35143,0,,3,
35144,200,United States,24,20000000
35145,810,United Arab Emirates,15,50652000
35146,4,South Korea,6,358000
35147,63,Canada,9,11082000
35148,29,Japan,5,
35149,9,Japan,0,
35150,0,Germany,4,
35151,10,United Kingdom,14,4000000
35152,9,United States,18,3500000
35153,25,United States,20,30000000
35154,0,,2,
35155,0,China,0,
35156,7,,6,
35157,18,China,0,
35158,0,,1,
35159,52,,1,
35160,0,China,2,
35161,29,China,2,
35162,23,Greece,11,2286000
35163,14,Brazil,3,
35164,490,United States,0,26521000
35165,250,United States,17,4824000
35166,0,United Kingdom,1,2400000
35168,4,Canada,13,8600000
35169,18,United States,1,2000000
35170,420,Australia,3,29919000
35171,3,United States,15,2183000
35172,32,United States,13,9759000
35173,29,United States,2,5000000
35174,3,United States,7,5000000
35175,0,United States,4,2400000
35177,41,United States,21,
35178,5,India,1,
35180,0,United Kingdom,3,
35182,130,France,9,3085000
35183,19,Japan,5,5800000
35184,76,United States,12,3000000
35185,0,Brazil,3,
35186,2,France,2,1429000
35187,21,Finland,8,
35188,30,United States,24,5636000
35189,3,United States,0,3400000
35190,20,United States,3,5034000
35192,0,United States,4,
35193,1,Sweden,3,5000000
35194,8,United States,12,8200000
35195,7,United Kingdom,6,367000
35196,11,United States,8,293000
35198,41,United States,1,12088000
35200,2,United States,3,18866000
35202,2,United States,10,1244000
35203,2,Norway,12,9038000
35204,150,United States,4,6052000
35205,93,Canada,24,5000000
35206,20,France,14,6200000
35207,0,United States,6,
